"Participant","Event","E1","eBR","BR","Valence","E2","trialtype","signed_EE","abs_EE","direction","update"
13,37,60,50,38,3,40,"neutral",22,22,-1,20
13,38,50,50,33,3,50,"neutral",17,17,-1,0
13,39,40,40,47,2,35,"negative",-7,7,1,-5
14,1,3,35,56,3,3,"neutral",-53,53,1,0
14,2,3,45,29,3,3,"neutral",-26,26,1,0
14,3,18,18,20,5,20,"positive",-2,2,1,2
14,4,70,55,17,3,77,"neutral",53,53,-1,-7
14,5,10,20,38,3,3,"neutral",-28,28,1,-7
14,6,15,30,26,3,10,"neutral",-11,11,1,-5
14,7,45,45,62,5,60,"positive",-17,17,1,15
14,8,35,38,59,3,15,"neutral",-24,24,1,-20
14,9,18,15,65,3,30,"neutral",-47,47,1,12
14,10,25,30,55,3,15,"neutral",-30,30,1,-10
14,11,60,45,52,3,77,"neutral",8,8,-1,-17
14,12,36,36,48,3,45,"neutral",-12,12,1,9
14,13,25,30,30,3,30,"neutral",-5,5,1,5
14,14,50,50,55,5,35,"positive",-5,5,1,-15
14,15,28,40,42,3,28,"neutral",-14,14,1,0
14,16,20,35,32,3,45,"neutral",-12,12,1,25
14,17,70,65,41,3,60,"neutral",29,29,-1,10
14,18,77,77,48,5,70,"positive",29,29,-1,7
14,19,40,40,49,3,60,"neutral",-9,9,1,20
14,20,54,40,44,3,50,"neutral",10,10,-1,4
14,21,20,15,33,4,50,"positive",-13,13,1,30
14,22,30,30,51,3,15,"neutral",-21,21,1,-15
14,23,20,28,37,3,15,"neutral",-17,17,1,-5
14,24,60,60,43,3,60,"neutral",17,17,-1,0
14,25,20,20,39,3,30,"neutral",-19,19,1,10
14,26,55,55,35,3,40,"neutral",20,20,-1,15
14,27,20,18,30,4,55,"positive",-10,10,1,35
14,28,20,60,70,3,70,"neutral",-50,50,1,50
14,29,10,14,10,4,25,"positive",0,0,0,0
14,30,3,10,23,3,3,"neutral",-20,20,1,0
14,31,30,55,23,3,35,"neutral",7,7,-1,-5
14,32,15,35,36,3,50,"neutral",-21,21,1,35
14,33,77,55,33,4,77,"positive",44,44,-1,0
14,34,25,20,36,3,30,"neutral",-11,11,1,5
14,35,60,50,45,3,74,"neutral",15,15,-1,-14
14,36,3,40,43,1,3,"negative",-40,40,1,0
14,37,20,40,38,3,10,"neutral",-18,18,1,-10
14,38,60,60,33,3,45,"neutral",27,27,-1,15
14,39,60,55,47,3,70,"neutral",13,13,-1,-10
15,1,75,70,56,4,70,"positive",19,19,-1,5
15,2,60,55,29,4,55,"positive",31,31,-1,5
15,3,50,50,20,3,55,"neutral",30,30,-1,-5
15,4,30,40,17,2,38,"negative",13,13,-1,-8
15,5,40,50,38,4,45,"positive",2,2,-1,-5
15,6,25,30,26,2,25,"negative",-1,1,1,0
15,7,60,50,62,4,60,"positive",-2,2,1,0
15,8,35,40,59,3,50,"neutral",-24,24,1,15
15,9,45,50,65,2,60,"negative",-20,20,1,15
15,10,70,60,55,2,55,"negative",15,15,-1,15
15,11,75,55,52,4,75,"positive",23,23,-1,0
15,12,75,75,48,3,60,"neutral",27,27,-1,15
15,13,25,30,30,4,25,"positive",-5,5,1,0
15,14,35,35,55,3,38,"neutral",-20,20,1,3
15,15,77,50,42,4,77,"positive",35,35,-1,0
15,16,70,75,32,4,60,"positive",38,38,-1,10
15,17,38,35,41,3,38,"neutral",-3,3,1,0
15,18,65,55,48,3,45,"neutral",17,17,-1,20
15,19,55,50,49,3,35,"neutral",6,6,-1,20
15,20,40,35,44,3,45,"neutral",-4,4,1,5
15,21,50,45,33,3,55,"neutral",17,17,-1,-5
15,22,20,25,51,3,60,"neutral",-31,31,1,40
15,23,30,25,37,2,38,"negative",-7,7,1,8
15,24,55,45,43,3,60,"neutral",12,12,-1,-5
15,25,50,55,39,3,50,"neutral",11,11,-1,0
15,26,68,70,35,3,30,"neutral",33,33,-1,38
15,27,50,45,30,3,50,"neutral",20,20,-1,0
15,28,58,55,70,4,65,"positive",-12,12,1,7
15,29,50,55,10,3,40,"neutral",40,40,-1,10
15,30,40,40,23,3,45,"neutral",17,17,-1,-5
15,31,55,50,23,3,30,"neutral",32,32,-1,25
15,32,40,43,36,3,30,"neutral",4,4,-1,10
15,33,35,32,33,4,40,"positive",2,2,-1,-5
15,34,35,40,36,3,40,"neutral",-1,1,1,5
15,35,60,45,45,4,65,"positive",15,15,-1,-5
15,36,60,60,43,2,35,"negative",17,17,-1,25
15,37,35,30,38,4,50,"positive",-3,3,1,15
15,38,50,50,33,3,35,"neutral",17,17,-1,15
15,39,50,65,47,2,38,"negative",3,3,-1,12
16,1,3,30,56,3,3,"neutral",-53,53,1,0
16,2,10,20,29,4,20,"positive",-19,19,1,10
16,3,50,50,20,3,50,"neutral",30,30,-1,0
16,4,70,50,17,3,60,"neutral",53,53,-1,10
16,5,30,30,38,4,20,"positive",-8,8,1,-10
16,6,10,40,26,2,10,"negative",-16,16,1,0
16,7,10,20,62,3,40,"neutral",-52,52,1,30
16,8,40,50,59,3,30,"neutral",-19,19,1,-10
16,9,20,10,65,3,30,"neutral",-45,45,1,10
16,10,40,40,55,2,60,"negative",-15,15,1,20
16,11,10,30,52,2,70,"negative",-42,42,1,60
16,12,70,50,48,3,50,"neutral",22,22,-1,20
16,13,20,20,30,3,20,"neutral",-10,10,1,0
16,14,40,40,55,3,50,"neutral",-15,15,1,10
16,15,3,70,42,3,3,"neutral",-39,39,1,0
16,16,30,40,32,3,20,"neutral",-2,2,1,-10
16,17,70,70,41,3,40,"neutral",29,29,-1,30
16,18,60,60,48,3,50,"neutral",12,12,-1,10
16,19,60,40,49,2,40,"negative",11,11,-1,20
16,20,20,30,44,3,60,"neutral",-24,24,1,40
16,21,30,50,33,3,50,"neutral",-3,3,1,20
16,22,30,40,51,2,50,"negative",-21,21,1,20
16,23,50,40,37,3,50,"neutral",13,13,-1,0
16,24,70,50,43,3,70,"neutral",27,27,-1,0
16,25,30,30,39,3,60,"neutral",-9,9,1,30
16,26,60,40,35,3,60,"neutral",25,25,-1,0
16,27,50,50,30,3,50,"neutral",20,20,-1,0
16,28,60,60,70,3,50,"neutral",-10,10,1,-10
16,29,40,40,10,3,50,"neutral",30,30,-1,-10
16,30,3,20,23,3,3,"neutral",-20,20,1,0
16,31,60,30,23,3,60,"neutral",37,37,-1,0
16,32,70,40,36,3,60,"neutral",34,34,-1,10
16,33,70,70,33,3,60,"neutral",37,37,-1,10
16,34,60,50,36,3,30,"neutral",24,24,-1,30
16,35,40,50,45,4,30,"positive",-5,5,1,-10
16,36,20,40,43,2,3,"negative",-23,23,1,-17
16,37,50,40,38,3,50,"neutral",12,12,-1,0
16,38,40,40,33,3,30,"neutral",7,7,-1,10
16,39,40,40,47,3,30,"neutral",-7,7,1,-10
17,1,10,50,56,5,15,"positive",-46,46,1,5
17,2,10,15,29,3,30,"neutral",-19,19,1,20
17,3,3,3,20,4,20,"positive",-17,17,1,17
17,4,30,45,17,2,17,"negative",13,13,-1,13
17,5,10,48,38,3,10,"neutral",-28,28,1,0
17,6,5,30,26,4,35,"positive",-21,21,1,30
17,7,48,40,62,3,40,"neutral",-14,14,1,-8
17,8,18,60,59,4,20,"positive",-41,41,1,2
17,9,10,25,65,2,56,"negative",-55,55,1,46
17,10,48,70,55,2,57,"negative",-7,7,1,9
17,11,15,20,52,4,40,"positive",-37,37,1,25
17,12,10,40,48,5,50,"positive",-38,38,1,40
17,13,14,9,30,3,47,"neutral",-16,16,1,33
17,14,60,68,55,4,38,"positive",5,5,-1,22
17,15,60,66,42,4,18,"positive",18,18,-1,42
17,16,30,58,32,4,24,"positive",-2,2,1,-6
17,17,35,52,41,4,48,"positive",-6,6,1,13
17,18,60,55,48,3,47,"neutral",12,12,-1,13
17,19,50,50,49,4,50,"positive",1,1,-1,0
17,20,28,38,44,4,30,"positive",-16,16,1,2
17,21,30,50,33,3,40,"neutral",-3,3,1,10
17,22,20,20,51,2,56,"negative",-31,31,1,36
17,23,45,50,37,3,40,"neutral",8,8,-1,5
17,24,25,49,43,4,45,"positive",-18,18,1,20
17,25,10,20,39,2,47,"negative",-29,29,1,37
17,26,25,30,35,4,14,"positive",-10,10,1,-11
17,27,45,40,30,3,17,"neutral",15,15,-1,28
17,28,5,21,70,4,40,"positive",-65,65,1,35
17,29,25,60,10,2,20,"negative",15,15,-1,5
17,30,4,3,23,2,21,"negative",-19,19,1,17
17,31,70,70,23,3,20,"neutral",47,47,-1,50
17,32,15,12,36,4,30,"positive",-21,21,1,15
17,33,60,60,33,4,66,"positive",27,27,-1,-6
17,34,66,52,36,4,20,"positive",30,30,-1,46
17,35,55,45,45,4,60,"positive",10,10,-1,-5
17,36,4,4,43,4,30,"positive",-39,39,1,26
17,37,3,4,38,4,40,"positive",-35,35,1,37
17,38,36,44,33,4,50,"positive",3,3,-1,-14
17,39,45,60,47,4,40,"positive",-2,2,1,-5
18,1,20,30,56,4,30,"positive",-36,36,1,10
18,2,77,40,29,5,77,"positive",48,48,-1,0
18,3,30,30,20,4,30,"positive",10,10,-1,0
18,4,60,40,17,3,55,"neutral",43,43,-1,5
18,5,10,30,38,2,10,"negative",-28,28,1,0
18,6,20,30,26,2,15,"negative",-6,6,1,-5
18,7,40,40,62,4,50,"positive",-22,22,1,10
18,8,50,55,59,4,50,"positive",-9,9,1,0
18,9,20,20,65,2,40,"negative",-45,45,1,20
18,10,50,30,55,2,50,"negative",-5,5,1,0
18,11,70,50,52,4,50,"positive",18,18,-1,20
18,12,45,40,48,4,45,"positive",-3,3,1,0
18,13,10,15,30,2,10,"negative",-20,20,1,0
18,14,50,40,55,5,60,"positive",-5,5,1,10
18,15,10,30,42,3,10,"neutral",-32,32,1,0
18,16,70,60,32,4,60,"positive",38,38,-1,10
18,17,40,50,41,3,30,"neutral",-1,1,1,-10
18,18,35,40,48,3,35,"neutral",-13,13,1,0
18,19,10,15,49,3,30,"neutral",-39,39,1,20
18,20,40,30,44,3,45,"neutral",-4,4,1,5
18,21,40,35,33,4,35,"positive",7,7,-1,5
18,22,40,50,51,1,45,"negative",-11,11,1,5
18,23,30,30,37,2,30,"negative",-7,7,1,0
18,24,50,40,43,3,55,"neutral",7,7,-1,-5
18,25,10,15,39,3,20,"neutral",-29,29,1,10
18,26,60,50,35,4,35,"positive",25,25,-1,25
18,27,40,35,30,4,35,"positive",10,10,-1,5
18,28,30,20,70,3,35,"neutral",-40,40,1,5
18,29,40,40,10,4,30,"positive",30,30,-1,10
18,30,20,20,23,4,15,"positive",-3,3,1,-5
18,31,60,60,23,3,40,"neutral",37,37,-1,20
18,32,20,15,36,3,30,"neutral",-16,16,1,10
18,33,40,35,33,3,40,"neutral",7,7,-1,0
18,34,20,20,36,4,50,"positive",-16,16,1,30
18,35,60,40,45,4,70,"positive",15,15,-1,-10
18,36,40,30,43,4,35,"positive",-3,3,1,-5
18,37,50,40,38,2,30,"negative",12,12,-1,20
18,38,60,65,33,3,40,"neutral",27,27,-1,20
18,39,30,20,47,2,40,"negative",-17,17,1,10
19,1,77,70,56,3,50,"neutral",21,21,-1,27
19,2,3,25,29,3,3,"neutral",-26,26,1,0
19,3,30,35,20,3,20,"neutral",10,10,-1,10
19,4,77,77,17,4,30,"positive",60,60,-1,47
19,5,3,50,38,3,35,"neutral",-35,35,1,32
19,6,3,20,26,2,25,"negative",-23,23,1,22
19,7,5,30,62,3,65,"neutral",-57,57,1,60
19,8,3,10,59,3,65,"neutral",-56,56,1,62
19,9,3,20,65,3,60,"neutral",-62,62,1,57
19,10,3,65,55,1,10,"negative",-52,52,1,7
19,11,10,45,52,3,10,"neutral",-42,42,1,0
19,12,3,30,48,3,45,"neutral",-45,45,1,42
19,13,9,20,30,4,35,"positive",-21,21,1,26
19,14,3,5,55,3,45,"neutral",-52,52,1,42
19,15,30,55,42,3,35,"neutral",-12,12,1,5
19,16,50,60,32,3,20,"neutral",18,18,-1,30
19,17,20,35,41,3,10,"neutral",-21,21,1,-10
19,18,77,77,48,3,35,"neutral",29,29,-1,42
19,19,77,45,49,3,30,"neutral",28,28,-1,47
19,20,3,60,44,3,10,"neutral",-41,41,1,7
19,21,10,25,33,3,35,"neutral",-23,23,1,25
19,22,60,55,51,3,20,"neutral",9,9,-1,40
19,23,5,10,37,3,30,"neutral",-32,32,1,25
19,24,10,25,43,3,30,"neutral",-33,33,1,20
19,25,50,30,39,3,35,"neutral",11,11,-1,15
19,26,40,55,35,3,35,"neutral",5,5,-1,5
19,27,60,65,30,3,20,"neutral",30,30,-1,40
19,28,30,45,70,3,25,"neutral",-40,40,1,-5
19,29,60,65,10,3,25,"neutral",50,50,-1,35
19,30,40,45,23,3,10,"neutral",17,17,-1,30
19,31,20,45,23,3,30,"neutral",-3,3,1,10
19,32,3,10,36,2,25,"negative",-33,33,1,22
19,33,20,35,33,3,30,"neutral",-13,13,1,10
19,34,3,40,36,3,30,"neutral",-33,33,1,27
19,35,3,70,45,3,25,"neutral",-42,42,1,22
19,36,3,65,43,2,3,"negative",-40,40,1,0
19,37,10,15,38,3,25,"neutral",-28,28,1,15
19,38,25,45,33,3,20,"neutral",-8,8,1,-5
19,39,3,10,47,3,35,"neutral",-44,44,1,32
20,1,6,5,56,4,5,"positive",-50,50,1,-1
20,2,6,6,29,4,6,"positive",-23,23,1,0
20,3,4,5,20,3,4,"neutral",-16,16,1,0
20,4,6,7,17,4,7,"positive",-11,11,1,1
20,5,3,3,38,2,3,"negative",-35,35,1,0
20,6,3,4,26,2,3,"negative",-23,23,1,0
20,7,3,3,62,2,4,"negative",-59,59,1,1
20,8,3,5,59,3,4,"neutral",-56,56,1,1
20,9,4,5,65,3,4,"neutral",-61,61,1,0
20,10,6,4,55,4,5,"positive",-49,49,1,-1
20,11,3,3,52,2,3,"negative",-49,49,1,0
20,12,5,5,48,3,4,"neutral",-43,43,1,-1
20,13,3,4,30,3,4,"neutral",-27,27,1,1
20,14,3,3,55,2,3,"negative",-52,52,1,0
20,15,6,5,42,4,6,"positive",-36,36,1,0
20,16,6,6,32,4,5,"positive",-26,26,1,-1
20,17,3,4,41,2,4,"negative",-38,38,1,1
20,18,5,5,48,3,5,"neutral",-43,43,1,0
20,19,3,3,49,2,3,"negative",-46,46,1,0
20,20,4,3,44,3,4,"neutral",-40,40,1,0
20,21,6,5,33,2,3,"negative",-27,27,1,-3
20,22,6,6,51,5,6,"positive",-45,45,1,0
20,23,3,4,37,2,5,"negative",-34,34,1,2
20,24,5,4,43,3,5,"neutral",-38,38,1,0
20,25,6,3,39,4,6,"positive",-33,33,1,0
20,26,5,5,35,3,5,"neutral",-30,30,1,0
20,27,4,4,30,3,5,"neutral",-26,26,1,1
20,28,6,5,70,4,3,"positive",-64,64,1,-3
20,29,6,5,10,4,4,"positive",-4,4,1,-2
20,30,5,5,23,3,4,"neutral",-18,18,1,-1
20,31,6,6,23,4,6,"positive",-17,17,1,0
20,32,3,3,36,1,6,"negative",-33,33,1,3
20,33,3,4,33,3,3,"neutral",-30,30,1,0
20,34,5,4,36,3,4,"neutral",-31,31,1,-1
20,35,6,6,45,4,5,"positive",-39,39,1,-1
20,36,3,3,43,2,3,"negative",-40,40,1,0
20,37,3,4,38,2,6,"negative",-35,35,1,3
20,38,5,4,33,5,4,"positive",-28,28,1,-1
20,39,4,4,47,3,5,"neutral",-43,43,1,1
21,1,4,76,56,3,3,"neutral",-52,52,1,-1
21,2,50,40,29,4,65,"positive",21,21,-1,-15
21,3,65,60,20,4,47,"positive",45,45,-1,18
21,4,68,60,17,3,60,"neutral",51,51,-1,8
21,5,10,8,38,4,8,"positive",-28,28,1,-2
21,6,33,45,26,3,25,"neutral",7,7,-1,8
21,7,40,50,62,3,50,"neutral",-22,22,1,10
21,8,40,40,59,3,50,"neutral",-19,19,1,10
21,9,30,30,65,3,38,"neutral",-35,35,1,8
21,10,56,52,55,2,55,"negative",1,1,-1,1
21,11,5,9,52,2,30,"negative",-47,47,1,25
21,12,48,50,48,3,40,"neutral",0,0,0,0
21,13,14,20,30,2,4,"negative",-16,16,1,-10
21,14,30,30,55,4,45,"positive",-25,25,1,15
21,15,3,30,42,3,3,"neutral",-39,39,1,0
21,16,67,45,32,4,68,"positive",35,35,-1,-1
21,17,23,26,41,4,47,"positive",-18,18,1,24
21,18,60,60,48,3,45,"neutral",12,12,-1,15
21,19,60,40,49,3,30,"neutral",11,11,-1,30
21,20,45,45,44,3,20,"neutral",1,1,-1,25
21,21,39,30,33,3,48,"neutral",6,6,-1,-9
21,22,34,34,51,2,35,"negative",-17,17,1,1
21,23,69,69,37,3,38,"neutral",32,32,-1,31
21,24,70,70,43,3,25,"neutral",27,27,-1,45
21,25,46,46,39,3,45,"neutral",7,7,-1,1
21,26,55,55,35,4,39,"positive",20,20,-1,16
21,27,50,50,30,3,20,"neutral",20,20,-1,30
21,28,20,45,70,3,67,"neutral",-50,50,1,47
21,29,33,33,10,3,22,"neutral",23,23,-1,11
21,30,4,4,23,3,33,"neutral",-19,19,1,29
21,31,20,24,23,3,36,"neutral",-3,3,1,16
21,32,77,50,36,3,77,"neutral",41,41,-1,0
21,33,30,29,33,4,33,"positive",-3,3,1,3
21,34,32,19,36,3,36,"neutral",-4,4,1,4
21,35,68,60,45,4,67,"positive",23,23,-1,1
21,36,3,20,43,2,3,"negative",-40,40,1,0
21,37,65,70,38,3,20,"neutral",27,27,-1,45
21,38,40,40,33,3,34,"neutral",7,7,-1,6
21,39,40,40,47,2,49,"negative",-7,7,1,9
22,1,5,6,56,3,4,"neutral",-51,51,1,-1
22,2,3,4,29,3,4,"neutral",-26,26,1,1
22,3,5,6,20,2,4,"negative",-15,15,1,-1
22,4,3,4,17,3,4,"neutral",-14,14,1,1
22,5,5,6,38,4,6,"positive",-33,33,1,1
22,6,3,6,26,2,4,"negative",-23,23,1,1
22,7,6,8,62,4,6,"positive",-56,56,1,0
22,8,4,5,59,3,5,"neutral",-55,55,1,1
22,9,4,5,65,3,4,"neutral",-61,61,1,0
22,10,3,4,55,2,3,"negative",-52,52,1,0
22,11,3,4,52,2,3,"negative",-49,49,1,0
22,12,4,5,48,3,3,"neutral",-44,44,1,-1
22,13,4,5,30,3,4,"neutral",-26,26,1,0
22,14,4,8,55,2,6,"negative",-51,51,1,2
22,15,4,5,42,2,4,"negative",-38,38,1,0
22,16,4,6,32,4,5,"positive",-28,28,1,1
22,17,3,4,41,3,5,"neutral",-38,38,1,2
22,18,3,4,48,3,4,"neutral",-45,45,1,1
22,19,3,4,49,3,4,"neutral",-46,46,1,1
22,20,4,5,44,3,3,"neutral",-40,40,1,-1
22,21,3,4,33,4,3,"positive",-30,30,1,0
22,22,3,5,51,2,4,"negative",-48,48,1,1
22,23,3,4,37,4,4,"positive",-34,34,1,1
22,24,6,8,43,3,5,"neutral",-37,37,1,-1
22,25,5,6,39,1,5,"negative",-34,34,1,0
22,26,4,5,35,3,5,"neutral",-31,31,1,1
22,27,4,6,30,2,4,"negative",-26,26,1,0
22,28,3,4,70,3,3,"neutral",-67,67,1,0
22,29,5,7,10,4,3,"positive",-5,5,1,-2
22,30,5,6,23,3,5,"neutral",-18,18,1,0
22,31,4,6,23,3,5,"neutral",-19,19,1,1
22,32,4,5,36,1,5,"negative",-32,32,1,1
22,33,3,4,33,2,4,"negative",-30,30,1,1
22,34,3,4,36,3,4,"neutral",-33,33,1,1
22,35,5,6,45,3,4,"neutral",-40,40,1,-1
22,36,4,6,43,2,4,"negative",-39,39,1,0
22,37,6,7,38,3,4,"neutral",-32,32,1,-2
22,38,4,6,33,3,5,"neutral",-29,29,1,1
22,39,6,7,47,3,3,"neutral",-41,41,1,-3
23,1,3,50,56,4,48,"positive",-53,53,1,45
23,2,6,26,29,3,3,"neutral",-23,23,1,-3
23,3,60,75,20,3,41,"neutral",40,40,-1,19
23,4,77,70,17,1,77,"negative",60,60,-1,0
23,5,36,40,38,4,69,"positive",-2,2,1,33
23,6,10,30,26,2,20,"negative",-16,16,1,10
23,7,5,10,62,3,45,"neutral",-57,57,1,40
23,8,38,40,59,3,36,"neutral",-21,21,1,-2
23,9,60,65,65,2,45,"negative",-5,5,1,-15
23,10,65,65,55,2,58,"negative",10,10,-1,7
23,11,3,10,52,4,39,"positive",-49,49,1,36
23,12,50,50,48,3,41,"neutral",2,2,-1,9
23,13,50,50,30,3,38,"neutral",20,20,-1,12
23,14,30,40,55,4,52,"positive",-25,25,1,22
23,15,3,59,42,3,3,"neutral",-39,39,1,0
23,16,3,70,32,3,38,"neutral",-29,29,1,35
23,17,3,3,41,2,49,"negative",-38,38,1,46
23,18,10,25,48,4,38,"positive",-38,38,1,28
23,19,50,45,49,4,60,"positive",1,1,-1,-10
23,20,30,55,44,3,35,"neutral",-14,14,1,5
23,21,50,50,33,4,63,"positive",17,17,-1,-13
23,22,3,6,51,4,28,"positive",-48,48,1,25
23,23,40,48,37,3,50,"neutral",3,3,-1,-10
23,24,6,35,43,3,52,"neutral",-37,37,1,46
23,25,50,45,39,2,52,"negative",11,11,-1,-2
23,26,60,60,35,3,35,"neutral",25,25,-1,25
23,27,50,39,30,3,41,"neutral",20,20,-1,9
23,28,63,65,70,4,45,"positive",-7,7,1,-18
23,29,60,50,10,4,65,"positive",50,50,-1,-5
23,30,50,50,23,3,23,"neutral",27,27,-1,27
23,31,50,45,23,3,46,"neutral",27,27,-1,4
23,32,20,35,36,2,42,"negative",-16,16,1,22
23,33,50,70,33,2,39,"negative",17,17,-1,11
23,34,60,45,36,3,47,"neutral",24,24,-1,13
23,35,77,68,45,3,71,"neutral",32,32,-1,6
23,36,15,48,43,4,38,"positive",-28,28,1,23
23,37,20,42,38,3,49,"neutral",-18,18,1,29
23,38,40,30,33,2,43,"negative",7,7,-1,-3
23,39,71,69,47,2,52,"negative",24,24,-1,19
24,1,42,70,56,3,42,"neutral",-14,14,1,0
24,2,15,26,29,3,21,"neutral",-14,14,1,6
24,3,38,52,20,4,20,"positive",18,18,-1,18
24,4,77,71,17,4,17,"positive",60,60,-1,60
24,5,35,26,38,5,25,"positive",-3,3,1,-10
24,6,23,17,26,3,27,"neutral",-3,3,1,4
24,7,16,25,62,3,61,"neutral",-46,46,1,45
24,8,48,42,59,5,38,"positive",-11,11,1,-10
24,9,12,18,65,3,59,"neutral",-53,53,1,47
24,10,56,65,55,1,57,"negative",1,1,-1,-1
24,11,12,9,52,1,52,"negative",-40,40,1,40
24,12,23,39,48,3,25,"neutral",-25,25,1,2
24,13,3,20,30,3,32,"neutral",-27,27,1,29
24,14,77,70,55,5,20,"positive",22,22,-1,57
24,15,42,61,42,3,42,"neutral",0,0,0,0
24,16,62,55,32,3,17,"neutral",30,30,-1,45
24,17,55,57,41,3,51,"neutral",14,14,-1,4
24,18,25,42,48,3,58,"neutral",-23,23,1,33
24,19,77,65,49,2,21,"negative",28,28,-1,56
24,20,25,35,44,5,48,"positive",-19,19,1,23
24,21,18,20,33,5,52,"positive",-15,15,1,34
24,22,50,59,51,3,47,"neutral",-1,1,1,-3
24,23,25,37,37,2,26,"negative",-12,12,1,1
24,24,39,60,43,4,41,"positive",-4,4,1,2
24,25,38,42,39,3,35,"neutral",-1,1,1,-3
24,26,36,12,35,4,35,"positive",1,1,-1,1
24,27,34,36,30,3,27,"neutral",4,4,-1,7
24,28,25,36,70,4,45,"positive",-45,45,1,20
24,29,42,61,10,3,10,"neutral",32,32,-1,32
24,30,38,35,23,3,23,"neutral",15,15,-1,15
24,31,21,35,23,3,25,"neutral",-2,2,1,4
24,32,9,30,36,1,29,"negative",-27,27,1,20
24,33,47,49,33,3,21,"neutral",14,14,-1,26
24,34,42,35,36,3,32,"neutral",6,6,-1,10
24,35,50,65,45,4,39,"positive",5,5,-1,11
24,36,3,56,43,2,17,"negative",-40,40,1,14
24,37,56,40,38,1,37,"negative",18,18,-1,19
24,38,5,12,33,2,48,"negative",-28,28,1,43
24,39,9,35,47,1,42,"negative",-38,38,1,33
25,1,3,17,56,3,3,"neutral",-53,53,1,0
25,2,3,34,29,3,3,"neutral",-26,26,1,0
25,3,40,40,20,3,35,"neutral",20,20,-1,5
25,4,77,45,17,3,77,"neutral",60,60,-1,0
25,5,3,30,38,4,30,"positive",-35,35,1,27
25,6,12,12,26,2,12,"negative",-14,14,1,0
25,7,56,47,62,4,67,"positive",-6,6,1,11
25,8,30,45,59,3,67,"neutral",-29,29,1,37
25,9,34,45,65,3,49,"neutral",-31,31,1,15
25,10,50,56,55,1,57,"negative",-5,5,1,7
25,11,77,68,52,2,77,"negative",25,25,-1,0
25,12,58,67,48,3,56,"neutral",10,10,-1,2
25,13,3,12,30,3,3,"neutral",-27,27,1,0
25,14,77,59,55,3,45,"neutral",22,22,-1,32
25,15,77,58,42,3,56,"neutral",35,35,-1,21
25,16,50,56,32,3,77,"neutral",18,18,-1,-27
25,17,3,25,41,3,43,"neutral",-38,38,1,40
25,18,12,12,48,3,40,"neutral",-36,36,1,28
25,19,3,45,49,2,30,"negative",-46,46,1,27
25,20,30,30,44,3,45,"neutral",-14,14,1,15
25,21,77,67,33,4,77,"positive",44,44,-1,0
25,22,10,55,51,1,20,"negative",-41,41,1,10
25,23,5,33,37,3,45,"neutral",-32,32,1,40
25,24,77,77,43,3,67,"neutral",34,34,-1,10
25,25,5,20,39,3,30,"neutral",-34,34,1,25
25,26,66,66,35,3,39,"neutral",31,31,-1,27
25,27,77,33,30,5,40,"positive",47,47,-1,37
25,28,67,67,70,3,68,"neutral",-3,3,1,1
25,29,20,34,10,4,23,"positive",10,10,-1,-3
25,30,3,40,23,3,3,"neutral",-20,20,1,0
25,31,77,56,23,3,30,"neutral",54,54,-1,47
25,32,20,34,36,2,35,"negative",-16,16,1,15
25,33,67,56,33,3,56,"neutral",34,34,-1,11
25,34,34,37,36,2,43,"negative",-2,2,1,9
25,35,20,67,45,3,40,"neutral",-25,25,1,20
25,36,77,70,43,2,77,"negative",34,34,-1,0
25,37,55,3,38,3,59,"neutral",17,17,-1,-4
25,38,30,58,33,3,50,"neutral",-3,3,1,20
25,39,67,77,47,2,76,"negative",20,20,-1,-9
26,1,50,50,56,3,50,"neutral",-6,6,1,0
26,2,10,50,29,2,10,"negative",-19,19,1,0
26,3,40,35,20,3,35,"neutral",20,20,-1,5
26,4,60,60,17,3,70,"neutral",43,43,-1,-10
26,5,15,35,38,4,15,"positive",-23,23,1,0
26,6,35,25,26,3,30,"neutral",9,9,-1,5
26,7,60,60,62,4,60,"positive",-2,2,1,0
26,8,65,45,59,4,60,"positive",6,6,-1,5
26,9,30,30,65,4,25,"positive",-35,35,1,-5
26,10,15,35,55,2,20,"negative",-40,40,1,5
26,11,70,50,52,3,60,"neutral",18,18,-1,10
26,12,50,40,48,3,40,"neutral",2,2,-1,10
26,13,30,15,30,3,30,"neutral",0,0,0,0
26,14,60,60,55,4,50,"positive",5,5,-1,10
26,15,40,45,42,3,40,"neutral",-2,2,1,0
26,16,60,70,32,4,60,"positive",28,28,-1,0
26,17,30,20,41,3,30,"neutral",-11,11,1,0
26,18,50,50,48,3,50,"neutral",2,2,-1,0
26,19,20,20,49,4,30,"positive",-29,29,1,10
26,20,50,50,44,3,45,"neutral",6,6,-1,5
26,21,40,45,33,3,50,"neutral",7,7,-1,-10
26,22,56,60,51,4,50,"positive",5,5,-1,6
26,23,50,40,37,3,30,"neutral",13,13,-1,20
26,24,50,50,43,3,50,"neutral",7,7,-1,0
26,25,65,65,39,3,60,"neutral",26,26,-1,5
26,26,65,60,35,3,50,"neutral",30,30,-1,15
26,27,50,40,30,4,30,"positive",20,20,-1,20
26,28,60,60,70,4,50,"positive",-10,10,1,-10
26,29,60,55,10,3,60,"neutral",50,50,-1,0
26,30,40,20,23,4,30,"positive",17,17,-1,10
26,31,70,60,23,3,40,"neutral",47,47,-1,30
26,32,30,30,36,3,30,"neutral",-6,6,1,0
